SECURITY_TYPE;TYPE;SECID;SHORTNAME;NAME;REGNUMBER;PRIMARY_BOARDID;FACEVALUE;FACEUNIT;ISIN
Биржевая облигация;exchange_bond;RU000A10BSR2;СберИОС729;СберИОС 001Р-729R 1Г СБЕРДИС;TQCB;1000;RUB;RU000A10BSR2
Биржевая облигация;exchange_bond;RU000A10BT83;СберИОС717;СберИОС 001Р-717R 1Y IMOEX;TQCB;1000;RUB;RU000A10BT83
Биржевая облигация;exchange_bond;RU000A10BVZ9;СберИОС733;СберИОС 001Р-733R RUGOLD КС;PSAU;1000;RUB;RU000A10BVZ9
Биржевая облигация;exchange_bond;RU000A10BW05;СберИОС732;СберИОС 001Р-732R 5Г AC TATN;PSAU;1000;RUB;RU000A10BW05
Биржевая облигация;exchange_bond;RU000A10BXN1;СберИОС735;СберИОС 001Р-735R 3Y1M ОФЗ;PSAU;1000;RUB;RU000A10BXN1
Биржевая облигация;exchange_bond;RU000A10BXP6;СберИОС736;СберИОС 001Р-736R 5Г BSKRUS;PSAU;1000;RUB;RU000A10BXP6
Фьючерс;futures;SRU5;SBRF-9.25;Фьючерсный контракт SBRF-9.25;RFUD;;;
Фьючерс;futures;SBERF;SBERF;SBERF;RFUD;;;
Фьючерс;futures;SPU5;SBPR-9.25;Фьючерсный контракт SBPR-9.25;RFUD;;;
Депозитарная расписка;depositary_receipt;SBER-ME;SBER-адр;АДР Сбербанк России ORD SHS;RPEY;0;RUB;US80585Y3080
Акция обыкновенная;common_share;VTBR;ВТБ ао;ао ПАО Банк ВТБ;TQBR;50;RUB;RU000A0JP5V6
Биржевая облигация;exchange_bond;RU000A106TM6;ВТБ Б1-343;Банк ВТБ (ПАО) Б-1-343;TQCB;1000;RUB;RU000A106TM6
Корпоративная облигация;corporate_bond;RU000A1082Q4;ВТБ ЗО-Т1;Банк ВТБ ЗО-Т1;TQCB;1000;USD;RU000A1082Q4
Биржевая облигация;exchange_bond;RU000A10AY61;ВТБ Б1-371;Банк ВТБ (ПАО) Б-1-371;TQCB;1000;RUB;RU000A10AY61
Биржевая облигация;exchange_bond;RU000A10BJH2;ВТБ Б1-372;Банк ВТБ (ПАО) Б-1-372;TQCB;1000;RUB;RU000A10BJH2
Корпоративная облигация;corporate_bond;RU000A1069J6;ВТБ С1-519;Банк ВТБ (ПАО) С-1-519;TQCB;1000;RUB;RU000A1069J6
Биржевая облигация;exchange_bond;RU000A107B35;ВТБ Б1-346;Банк ВТБ (ПАО) Б-1-346;TQCB;1000;RUB;RU000A107B35
Биржевая облигация;exchange_bond;RU000A107W55;ВТБ Б1-351;Банк ВТБ (ПАО) Б-1-351;TQCB;1000;RUB;RU000A107W55
Биржевая облигация;exchange_bond;RU000A109ZK1;ВТБ Б1-364;Банк ВТБ (ПАО) Б-1-364;TQCB;1000;RUB;RU000A109ZK1
Биржевая облигация;exchange_bond;RU000A10AY53;ВТБ Б1-370;Банк ВТБ (ПАО) Б-1-370;TQCB;1000;RUB;RU000A10AY53
Корпоративная облигация;corporate_bond;RU000A0NRCD1;ВТБ С1-627;Банк ВТБ (ПАО) С-1-627;TQCB;1000;RUB;RU000A0NRCD1
Корпоративная облигация;corporate_bond;RU000A0NTYB5;ВТБ С1-714;Банк ВТБ (ПАО) С-1-714;TQCB;1000;RUB;RU000A0NTYB5
Биржевая облигация;exchange_bond;RU000A1094R7;ВТБ Б1-356;Банк ВТБ (ПАО) Б-1-356;TQCB;1000;RUB;RU000A1094R7
Биржевая облигация;exchange_bond;RU000A109KL1;ВТБ Б1-359;Банк ВТБ (ПАО) Б-1-359;TQCB;1000;RUB;RU000A109KL1
Биржевая облигация;exchange_bond;RU000A10BSV4;ВТБ Б1-376;Банк ВТБ (ПАО) Б-1-376;TQCB;1000;RUB;RU000A10BSV4
Биржевая облигация;exchange_bond;RU000A109KJ5;ВТБ Б1-362;Банк ВТБ (ПАО) Б-1-362;TQCB;1000;RUB;RU000A109KJ5
Корпоративная облигация;corporate_bond;RU000A0NTYA7;ВТБ С1-713;Банк ВТБ (ПАО) С-1-713;TQCB;1000;RUB;RU000A0NTYA7
Биржевая облигация;exchange_bond;RU000A1055Z1;ВТБ Б1-314;Банк ВТБ (ПАО) Б-1-314;TQCB;1000;RUB;RU000A1055Z1
Корпоративная облигация;corporate_bond;RU000A1069H0;ВТБ С1-518;Банк ВТБ (ПАО) С-1-518;TQCB;1000;RUB;RU000A1069H0
Биржевая облигация;exchange_bond;RU000A1057Q6;ВТБ Б1-315;Банк ВТБ (ПАО) Б-1-315;TQCB;1000;RUB;RU000A1057Q6
Биржевая облигация;exchange_bond;RU000A106A94;ВТБ Б1-323;Банк ВТБ (ПАО) Б-1-323;TQCB;1000;RUB;RU000A106A94
Корпоративная облигация;corporate_bond;RU000A109P52;ВТБС1-1340;Банк ВТБ (ПАО) С-1-1340;TQCB;1000;RUB;RU000A109P52
Корпоративная облигация;corporate_bond;RU000A10BA76;ВТБС1-1475;Банк ВТБ (ПАО) С-1-1475;TQCB;1000;RUB;RU000A10BA76
Биржевая облигация;exchange_bond;RU000A105RQ3;ВТБ Б1-321;Банк ВТБ (ПАО) Б-1-321;TQCB;1000;RUB;RU000A105RQ3
Корпоративная облигация;corporate_bond;RU000A10A976;ВТБС1-1397;Банк ВТБ (ПАО) С-1-1397;TQCB;1000;RUB;RU000A10A976
Корпоративная облигация;corporate_bond;RU000A10BA35;ВТБС1-1471;Банк ВТБ (ПАО) С-1-1471;TQCB;1000;RUB;RU000A10BA35
Корпоративная облигация;corporate_bond;RU000A102879;ВТБСУБТ2-1;Банк ВТБ ПАО СУБ-Т2-1;TQCB;10000000;RUB;RU000A102879
Корпоративная облигация;corporate_bond;RU000A1034P7;ВТБСУБТ1-5;Банк ВТБ ПАО СУБ-Т1-5;TQCB;10000000;RUB;RU000A1034P7
Биржевая облигация;exchange_bond;RU000A106045;ВТБ Б1-322;Банк ВТБ (ПАО) Б-1-322;TQCB;1000;RUB;RU000A106045
Биржевая облигация;exchange_bond;RU000A106M41;ВТБ Б1-329;Банк ВТБ (ПАО) Б-1-329;TQCB;1000;RUB;RU000A106M41
Корпоративная облигация;corporate_bond;RU000A0NX2N4;ВТБ С1-733;Банк ВТБ (ПАО) С-1-733;TQCB;1000;RUB;RU000A0NX2N4
Биржевая облигация;exchange_bond;RU000A103XU8;ВТБ Б1-256;Банк ВТБ (ПАО) Б-1-256;TQCB;1000;RUB;RU000A103XU8
Корпоративная облигация;corporate_bond;RU000A10A232;ВТБС1-1350;Банк ВТБ (ПАО) С-1-1350;TQCB;1000;RUB;RU000A10A232
Корпоративная облигация;corporate_bond;RU000A10AR94;ВТБС1-1425;Банк ВТБ (ПАО) С-1-1425;TQCB;1000;RUB;RU000A10AR94
Корпоративная облигация;corporate_bond;RU000A1084J5;ВТБС1-1011;Банк ВТБ (ПАО) С-1-1011;TQCB;1000;RUB;RU000A1084J5
Корпоративная облигация;corporate_bond;RU000A10BA50;ВТБС1-1473;Банк ВТБ (ПАО) С-1-1473;TQCB;1000;RUB;RU000A10BA50
Корпоративная облигация;corporate_bond;RU000A10BA68;ВТБС1-1474;Банк ВТБ (ПАО) С-1-1474;TQCB;1000;RUB;RU000A10BA68
Корпоративная облигация;corporate_bond;RU000A1014J2;ВТБ Т2-3;Банк ВТБ ПАО Т2-3;TQCB;10000000;RUB;RU000A1014J2
Корпоративная облигация;corporate_bond;RU000A102887;ВТБСУБТ2-2;Банк ВТБ ПАО СУБ-Т2-2;TQCB;10000000;RUB;RU000A102887
Биржевая облигация;exchange_bond;RU000A1027F2;ВТБ Б1-137;Банк ВТБ (ПАО) Б-1-137;TQCB;1000;RUB;RU000A1027F2
Биржевая облигация;exchange_bond;RU000A1027G0;ВТБ Б1-138;Банк ВТБ (ПАО) Б-1-138;TQCB;1000;RUB;RU000A1027G0
Биржевая облигация;exchange_bond;RU000A1027K2;ВТБ Б1-141;Банк ВТБ (ПАО) Б-1-141;TQCB;1000;RUB;RU000A1027K2
Биржевая облигация;exchange_bond;RU000A1027L0;ВТБ Б1-142;Банк ВТБ (ПАО) Б-1-142;TQCB;1000;RUB;RU000A1027L0
Биржевая облигация;exchange_bond;RU000A102EH7;ВТБ Б1-153;Банк ВТБ (ПАО) Б-1-153;TQCB;1000;RUB;RU000A102EH7
Корпоративная облигация;corporate_bond;RU000A102QJ7;ВТБСУБТ1-1;Банк ВТБ ПАО СУБ-Т1-1;TQCB;150000;USD;RU000A102QJ7
Корпоративная облигация;corporate_bond;RU000A102QL3;ВТБСУБТ1-2;Банк ВТБ ПАО СУБ-Т1-2;TQCB;125000;EUR;RU000A102QL3
Корпоративная облигация;corporate_bond;RU000A102QM1;ВТБСУБТ1-3;Банк ВТБ ПАО СУБ-Т1-3;TQCB;150000;USD;RU000A102QM1
Корпоративная облигация;corporate_bond;RU000A102QN9;ВТБСУБТ1-4;Банк ВТБ ПАО СУБ-Т1-4;TQCB;125000;EUR;RU000A102QN9
Биржевая облигация;exchange_bond;RU000A0NNE69;ВТБ Б1-184;Банк ВТБ (ПАО) Б-1-184;TQCB;1000;RUB;RU000A0NNE69
Биржевая облигация;exchange_bond;RU000A0NNE93;ВТБ Б1-187;Банк ВТБ (ПАО) Б-1-187;TQCB;1000;RUB;RU000A0NNE93
Биржевая облигация;exchange_bond;RU000A0NNEA2;ВТБ Б1-188;Банк ВТБ (ПАО) Б-1-188;TQCB;1000;RUB;RU000A0NNEA2
Корпоративная облигация;corporate_bond;RU000A1034Q5;ВТБСУБТ1-6;Банк ВТБ ПАО СУБ-Т1-6;TQCB;10000000;RUB;RU000A1034Q5
Корпоративная облигация;corporate_bond;RU000A103S89;ВТБСУБ1-8;Банк ВТБ ПАО СУБ-Т1-8;TQCB;150000;USD;RU000A103S89
Корпоративная облигация;corporate_bond;RU000A103S97;ВТБСУБ1-9;Банк ВТБ ПАО СУБ-Т1-9;TQCB;125000;EUR;RU000A103S97
Корпоративная облигация;corporate_bond;RU000A103SA0;ВТБСУБ1-10;Банк ВТБ ПАО СУБ-Т1-10;TQCB;125000;EUR;RU000A103SA0
Корпоративная облигация;corporate_bond;RU000A103SB8;ВТБСУБ1-11;Банк ВТБ ПАО СУБ-Т1-11;TQCB;10000000;RUB;RU000A103SB8
Корпоративная облигация;corporate_bond;RU000A103SC6;ВТБСУБ1-12;Банк ВТБ ПАО СУБ-Т1-12;TQCB;10000000;RUB;RU000A103SC6
Биржевая облигация;exchange_bond;RU000A103166;ВТБ Б1-216;Банк ВТБ (ПАО) Б-1-216;TQCB;1000;RUB;RU000A103166
Биржевая облигация;exchange_bond;RU000A103U02;ВТБ Б1-245;Банк ВТБ (ПАО) Б-1-245;TQCB;1000;RUB;RU000A103U02
Биржевая облигация;exchange_bond;RU000A103174;ВТБ Б1-217;Банк ВТБ (ПАО) Б-1-217;TQCB;1000;RUB;RU000A103174
Биржевая облигация;exchange_bond;RU000A103U10;ВТБ Б1-246;Банк ВТБ (ПАО) Б-1-246;TQCB;1000;RUB;RU000A103U10
Биржевая облигация;exchange_bond;RU000A103U28;ВТБ Б1-247;Банк ВТБ (ПАО) Б-1-247;TQCB;1000;RUB;RU000A103U28
Биржевая облигация;exchange_bond;RU000A103U36;ВТБ Б1-248;Банк ВТБ (ПАО) Б-1-248;TQCB;1000;RUB;RU000A103U36
Биржевая облигация;exchange_bond;RU000A103U44;ВТБ Б1-249;Банк ВТБ (ПАО) Б-1-249;TQCB;1000;RUB;RU000A103U44
Корпоративная облигация;corporate_bond;RU000A104JW1;ВТБСУБ1-13;Банк ВТБ ПАО СУБ-Т1-13;TQCB;10000000;RUB;RU000A104JW1
Биржевая облигация;exchange_bond;RU000A101VF7;ВТБ Б1-96;Банк ВТБ (ПАО) Б-1-96;TQCB;1000;RUB;RU000A101VF7
Корпоративная облигация;corporate_bond;RU000A0NNFY9;ВТБС1-223;Банк ВТБ С-1-223 (структурные);EQRP;1000;RUB;RU000A0NNFY9
Биржевая облигация;exchange_bond;RU000A101VG5;ВТБ Б1-97;Банк ВТБ (ПАО) Б-1-97;TQCB;1000;RUB;RU000A101VG5
Биржевая облигация;exchange_bond;RU000A105PY1;ВТБ Б1-324;Банк ВТБ (ПАО) Б-1-324;TQCB;1000;RUB;RU000A105PY1
Биржевая облигация;exchange_bond;RU000A104DB8;ВТБ Б1-292;Банк ВТБ (ПАО) Б-1-292;TQCB;1000;RUB;RU000A104DB8
Корпоративная облигация;corporate_bond;RU000A0NR1K0;ВТБС1-394;Банк ВТБ С-1-394 (структурные);EQRP;1000;RUB;RU000A0NR1K0
Биржевая облигация;exchange_bond;RU000A104DC6;ВТБ Б1-293;Банк ВТБ (ПАО) Б-1-293;TQCB;1000;RUB;RU000A104DC6
Биржевая облигация;exchange_bond;RU000A104DD4;ВТБ Б1-294;Банк ВТБ (ПАО) Б-1-294;TQCB;1000;RUB;RU000A104DD4
Корпоративная облигация;corporate_bond;RU000A0NNHL2;ВТБ С1-252;Банк ВТБ (ПАО) С-1-252;TQCB;1000;RUB;RU000A0NNHL2
Корпоративная облигация;corporate_bond;RU000A0UD6J8;ВТБ С1-475;Банк ВТБ (ПАО) С-1-475;TQCB;1000;RUB;RU000A0UD6J8
Биржевая облигация;exchange_bond;RU000A103TW2;ВТБ Б1-241;Банк ВТБ (ПАО) Б-1-241;TQCB;1000;RUB;RU000A103TW2
Биржевая облигация;exchange_bond;RU000A103TX0;ВТБ Б1-242;Банк ВТБ (ПАО) Б-1-242;TQCB;1000;RUB;RU000A103TX0
Биржевая облигация;exchange_bond;RU000A1067N2;ВТБ Б1-326;Банк ВТБ (ПАО) Б-1-326;TQCB;1000;RUB;RU000A1067N2
Биржевая облигация;exchange_bond;RU000A103TY8;ВТБ Б1-243;Банк ВТБ (ПАО) Б-1-243;TQCB;1000;RUB;RU000A103TY8
Биржевая облигация;exchange_bond;RU000A103TZ5;ВТБ Б1-244;Банк ВТБ (ПАО) Б-1-244;TQCB;1000;RUB;RU000A103TZ5
Биржевая облигация;exchange_bond;RU000A106MQ2;ВТБ Б1-330;Банк ВТБ (ПАО) Б-1-330;TQCB;1000;RUB;RU000A106MQ2
Биржевая облигация;exchange_bond;RU000A103U51;ВТБ Б1-250;Банк ВТБ (ПАО) Б-1-250;TQCB;1000;RUB;RU000A103U51
Корпоративная облигация;corporate_bond;RU000A0NRCJ8;ВТБ С1-662;Банк ВТБ (ПАО) С-1-662;TQOY;1000;CNY;RU000A0NRCJ8
Биржевая облигация;exchange_bond;RU000A106U33;ВТБ Б1-338;Банк ВТБ (ПАО) Б-1-338;TQCB;1000;RUB;RU000A106U33
Биржевая облигация;exchange_bond;RU000A106U41;ВТБ Б1-339;Банк ВТБ (ПАО) Б-1-339;TQCB;1000;RUB;RU000A106U41
Корпоративная облигация;corporate_bond;RU000A1069U3;ВТБС1-521;Bank VTB C-1-521(structural);EQRP;1000;RUB;RU000A1069U3
Корпоративная облигация;corporate_bond;RU000A1069W9;ВТБС1-523;Bank VTB C-1-523(structural);EQRP;1000;RUB;RU000A1069W9
Корпоративная облигация;corporate_bond;RU000A1069X7;ВТБС1-524;Банк ВТБ С-1-524 (структурные);EQRP;1000;RUB;RU000A1069X7
Корпоративная облигация;corporate_bond;RU000A106AM6;ВТБС1-530;Банк ВТБ С-1-530 (структурные);EQRP;1000;RUB;RU000A106AM6
Корпоративная облигация;corporate_bond;RU000A106AN4;ВТБС1-531;Банк ВТБ С-1-531 (структурные);EQRP;1000;RUB;RU000A106AN4
Корпоративная облигация;corporate_bond;RU000A1069Z2;ВТБС1-525;Банк ВТБ С-1-525 (структурные);EQRP;1000;RUB;RU000A1069Z2
Корпоративная облигация;corporate_bond;RU000A106A03;ВТБС1-526;Банк ВТБ С-1-526 (структурные);EQRP;1000;RUB;RU000A106A03
Корпоративная облигация;corporate_bond;RU000A106A11;ВТБС1-527;Банк ВТБ С-1-527 (структурные);EQRP;1000;RUB;RU000A106A11
Корпоративная облигация;corporate_bond;RU000A0A0RW6;ВТБС-1-546;Банк ВТБ С-1-546 (структурные);EQRP;1000;RUB;RU000A0A0RW6
Корпоративная облигация;corporate_bond;RU000A0A0RZ9;ВТБС-1-549;Банк ВТБ С-1-549 (структурные);EQRP;1000;RUB;RU000A0A0RZ9
Корпоративная облигация;corporate_bond;RU000A0A0S39;ВТБС-1-553;Банк ВТБ С-1-553 (структурные);EQRP;1000;RUB;RU000A0A0S39
Корпоративная облигация;corporate_bond;RU000A0A0S47;ВТБС-1-554;Банк ВТБ С-1-554 (структурные);EQRP;1000;RUB;RU000A0A0S47
Корпоративная облигация;corporate_bond;RU000A0A0S62;ВТБС-1-556;Банк ВТБ С-1-556 (структурные);EQRP;1000;RUB;RU000A0A0S62
Корпоративная облигация;corporate_bond;RU000A0NNFG6;ВТБС-1-207;Банк ВТБ С-1-207 (структурные);EQRP;1000;RUB;RU000A0NNFG6
Корпоративная облигация;corporate_bond;RU000A0NNFK8;ВТБС-1-210;Банк ВТБ С-1-210 (структурные);EQRP;1000;RUB;RU000A0NNFK8
Корпоративная облигация;corporate_bond;RU000A0NNFM4;ВТБС-1-212;Банк ВТБ С-1-212 (структурные);EQRP;1000;RUB;RU000A0NNFM4
Корпоративная облигация;corporate_bond;RU000A0NNFP7;ВТБС-1-214;Банк ВТБ С-1-214 (структурные);EQRP;1000;RUB;RU000A0NNFP7
Корпоративная облигация;corporate_bond;RU000A0NNFZ6;ВТБС-1-224;Банк ВТБ С-1-224 (структурные);EQRP;1000;RUB;RU000A0NNFZ6
Корпоративная облигация;corporate_bond;RU000A0NNG18;ВТБС-1-226;Банк ВТБ С-1-226 (структурные);EQRP;1000;RUB;RU000A0NNG18
Корпоративная облигация;corporate_bond;RU000A0NNGA7;ВТБС-1-235;Банк ВТБ С-1-235 (структурные);EQRP;1000;RUB;RU000A0NNGA7
Корпоративная облигация;corporate_bond;RU000A0NNHP3;ВТБС-1-255;Банк ВТБ С-1-255 (структурные);EQRP;1000;RUB;RU000A0NNHP3
Корпоративная облигация;corporate_bond;RU000A0NNJ80;ВТБС-1-288;Банк ВТБ С-1-288 (структурные);EQRP;1000;RUB;RU000A0NNJ80
Корпоративная облигация;corporate_bond;RU000A0NNJ98;ВТБС-1-289;Банк ВТБ С-1-289 (структурные);EQRP;1000;RUB;RU000A0NNJ98
Корпоративная облигация;corporate_bond;RU000A0NNJA1;ВТБС-1-290;Банк ВТБ С-1-290 (структурные);EQRP;1000;RUB;RU000A0NNJA1
Корпоративная облигация;corporate_bond;RU000A0NNJU9;ВТБС-1-308;Банк ВТБ С-1-308 (структурные);EQRP;1000;RUB;RU000A0NNJU9
Корпоративная облигация;corporate_bond;RU000A0NNK12;ВТБС-1-315;Банк ВТБ С-1-315 (структурные);EQRP;1000;RUB;RU000A0NNK12
Корпоративная облигация;corporate_bond;RU000A0NNLP5;ВТБС-1-344;Банк ВТБ С-1-344 (структурные);EQRP;1000;RUB;RU000A0NNLP5
Корпоративная облигация;corporate_bond;RU000A0NNLQ3;ВТБС-1-345;Банк ВТБ С-1-345 (структурные);EQRP;1000;RUB;RU000A0NNLQ3
Корпоративная облигация;corporate_bond;RU000A0NNLR1;ВТБС-1-346;Банк ВТБ С-1-346 (структурные);EQRP;1000;RUB;RU000A0NNLR1
Корпоративная облигация;corporate_bond;RU000A0NNLS9;ВТБС-1-347;Банк ВТБ С-1-347 (структурные);EQRP;1000;RUB;RU000A0NNLS9
Корпоративная облигация;corporate_bond;RU000A0NNLT7;ВТБС-1-348;Банк ВТБ С-1-348 (структурные);EQRP;1000;RUB;RU000A0NNLT7
Корпоративная облигация;corporate_bond;RU000A0NNLU5;ВТБС-1-349;Банк ВТБ С-1-349 (структурные);EQRP;1000;RUB;RU000A0NNLU5
Корпоративная облигация;corporate_bond;RU000A0NNLV3;ВТБС-1-350;Банк ВТБ С-1-350 (структурные);EQRP;1000;RUB;RU000A0NNLV3
Корпоративная облигация;corporate_bond;RU000A0NNLX9;ВТБС-1-352;Банк ВТБ С-1-352 (структурные);EQRP;1000;RUB;RU000A0NNLX9
Корпоративная облигация;corporate_bond;RU000A0NNLY7;ВТБС-1-353;Банк ВТБ С-1-353 (структурные);EQRP;1000;RUB;RU000A0NNLY7
Корпоративная облигация;corporate_bond;RU000A0NNLZ4;ВТБС-1-354;Банк ВТБ С-1-354 (структурные);EQRP;1000;RUB;RU000A0NNLZ4
Корпоративная облигация;corporate_bond;RU000A0NNM02;ВТБС-1-355;Банк ВТБ С-1-355 (структурные);EQRP;1000;RUB;RU000A0NNM02
Корпоративная облигация;corporate_bond;RU000A0NNM10;ВТБС-1-356;Банк ВТБ С-1-356 (структурные);EQRP;1000;RUB;RU000A0NNM10
Корпоративная облигация;corporate_bond;RU000A0NNM28;ВТБС-1-357;Банк ВТБ С-1-357 (структурные);EQRP;1000;RUB;RU000A0NNM28
Корпоративная облигация;corporate_bond;RU000A0NNM44;ВТБС-1-359;Банк ВТБ С-1-359 (структурные);EQRP;1000;RUB;RU000A0NNM44
Корпоративная облигация;corporate_bond;RU000A0NNM51;ВТБС-1-360;Банк ВТБ С-1-360 (структурные);EQRP;1000;RUB;RU000A0NNM51
Корпоративная облигация;corporate_bond;RU000A0NNM77;ВТБС-1-362;Банк ВТБ С-1-362 (структурные);EQRP;1000;RUB;RU000A0NNM77
Корпоративная облигация;corporate_bond;RU000A0NNM85;ВТБС-1-363;Банк ВТБ С-1-363 (структурные);EQRP;1000;RUB;RU000A0NNM85
Корпоративная облигация;corporate_bond;RU000A0NNM93;ВТБС-1-364;Банк ВТБ С-1-364 (структурные);EQRP;1000;RUB;RU000A0NNM93
Корпоративная облигация;corporate_bond;RU000A0NNMG2;ВТБС-1-372;Банк ВТБ С-1-372 (структурные);EQRP;1000;RUB;RU000A0NNMG2
Корпоративная облигация;corporate_bond;RU000A0NNMJ6;ВТБС-1-374;Банк ВТБ С-1-374 (структурные);EQRP;1000;RUB;RU000A0NNMJ6
Корпоративная облигация;corporate_bond;RU000A0NR193;ВТБС-1-384;Банк ВТБ С-1-384 (структурные);EQRP;1000;RUB;RU000A0NR193
Корпоративная облигация;corporate_bond;RU000A0NR1A1;ВТБС-1-385;Банк ВТБ С-1-385 (структурные);EQRP;1000;RUB;RU000A0NR1A1
Корпоративная облигация;corporate_bond;RU000A0NR1C7;ВТБС-1-387;Банк ВТБ С-1-387 (структурные);EQRP;1000;RUB;RU000A0NR1C7
Корпоративная облигация;corporate_bond;RU000A0NR1D5;ВТБС-1-388;Банк ВТБ С-1-388 (структурные);EQRP;1000;RUB;RU000A0NR1D5
Корпоративная облигация;corporate_bond;RU000A0NR1F0;ВТБС-1-390;Банк ВТБ С-1-390 (структурные);EQRP;1000;RUB;RU000A0NR1F0
Корпоративная облигация;corporate_bond;RU000A0NR1G8;ВТБС-1-391;Банк ВТБ С-1-391 (структурные);EQRP;1000;RUB;RU000A0NR1G8
Корпоративная облигация;corporate_bond;RU000A0NR1R5;ВТБС-1-400;Банк ВТБ С-1-400 (структурные);EQRP;1000;RUB;RU000A0NR1R5
Корпоративная облигация;corporate_bond;RU000A0NR1Z8;ВТБС-1-413;Банк ВТБ С-1-413 (структурные);EQRP;1000;RUB;RU000A0NR1Z8
Корпоративная облигация;corporate_bond;RU000A0NR201;ВТБС-1-414;Банк ВТБ С-1-414 (структурные);EQRP;1000;RUB;RU000A0NR201
Корпоративная облигация;corporate_bond;RU000A0NR219;ВТБС-1-415;Банк ВТБ С-1-415 (структурные);EQRP;1000;RUB;RU000A0NR219
Корпоративная облигация;corporate_bond;RU000A0NR227;ВТБС-1-416;Банк ВТБ С-1-416 (структурные);EQRP;1000;RUB;RU000A0NR227
Корпоративная облигация;corporate_bond;RU000A0NR243;ВТБС-1-418;Банк ВТБ С-1-418 (структурные);EQRP;1000;RUB;RU000A0NR243
Корпоративная облигация;corporate_bond;RU000A0NR250;ВТБС-1-419;Банк ВТБ С-1-419 (структурные);EQRP;1000;RUB;RU000A0NR250
Корпоративная облигация;corporate_bond;RU000A0NR268;ВТБС-1-420;Банк ВТБ С-1-420 (структурные);EQRP;1000;RUB;RU000A0NR268
Корпоративная облигация;corporate_bond;RU000A0NR276;ВТБС-1-421;Банк ВТБ С-1-421 (структурные);EQRP;1000;RUB;RU000A0NR276
Корпоративная облигация;corporate_bond;RU000A0NR284;ВТБС-1-422;Банк ВТБ С-1-422 (структурные);EQRP;1000;RUB;RU000A0NR284
Корпоративная облигация;corporate_bond;RU000A0NR771;ВТБС-1-565;Банк ВТБ С-1-565 (структурные);EQRP;1000;RUB;RU000A0NR771
Корпоративная облигация;corporate_bond;RU000A0NR7A8;ВТБС-1-568;Банк ВТБ С-1-568 (структурные);EQRP;1000;RUB;RU000A0NR7A8
Корпоративная облигация;corporate_bond;RU000A0NR7B6;ВТБС-1-569;Банк ВТБ С-1-569 (структурные);EQRP;1000;RUB;RU000A0NR7B6
Корпоративная облигация;corporate_bond;RU000A0NR7N1;ВТБС-1-581;Банк ВТБ С-1-581 (структурные);EQRP;1000;RUB;RU000A0NR7N1
Корпоративная облигация;corporate_bond;RU000A0NR7P6;ВТБС-1-582;Банк ВТБ С-1-582 (структурные);EQRP;1000;RUB;RU000A0NR7P6
Корпоративная облигация;corporate_bond;RU000A0NR7Q4;ВТБС-1-583;Банк ВТБ С-1-583 (структурные);EQRP;1000;RUB;RU000A0NR7Q4
Корпоративная облигация;corporate_bond;RU000A0NR7R2;ВТБС-1-584;Банк ВТБ С-1-584 (структурные);EQRP;1000;RUB;RU000A0NR7R2
Корпоративная облигация;corporate_bond;RU000A0NR7S0;ВТБС-1-585;Банк ВТБ С-1-585 (структурные);EQRP;1000;RUB;RU000A0NR7S0
Корпоративная облигация;corporate_bond;RU000A0NR7T8;ВТБС-1-586;Банк ВТБ С-1-586 (структурные);EQRP;1000;RUB;RU000A0NR7T8
Корпоративная облигация;corporate_bond;RU000A0NR7U6;ВТБС-1-587;Банк ВТБ С-1-587 (структурные);EQRP;1000;RUB;RU000A0NR7U6
Корпоративная облигация;corporate_bond;RU000A0NR7V4;ВТБС-1-588;Банк ВТБ С-1-588 (структурные);EQRP;1000;RUB;RU000A0NR7V4
Корпоративная облигация;corporate_bond;RU000A0NR805;ВТБС-1-593;Банк ВТБ С-1-593 (структурные);EQRP;1000;RUB;RU000A0NR805
Корпоративная облигация;corporate_bond;RU000A0NR813;ВТБС-1-594;Банк ВТБ С-1-594 (структурные);EQRP;1000;RUB;RU000A0NR813
Корпоративная облигация;corporate_bond;RU000A0NR9Z1;ВТБС-1-633;Банк ВТБ С-1-633 (структурные);EQRP;1000;RUB;RU000A0NR9Z1
Корпоративная облигация;corporate_bond;RU000A0NRA02;ВТБС-1-634;Банк ВТБ С-1-634 (структурные);EQRP;1000;RUB;RU000A0NRA02
Корпоративная облигация;corporate_bond;RU000A0NRA10;ВТБС-1-635;Банк ВТБ С-1-635 (структурные);EQRP;1000;RUB;RU000A0NRA10
Корпоративная облигация;corporate_bond;RU000A0NRA28;ВТБС-1-636;Банк ВТБ С-1-636 (структурные);EQRP;1000;RUB;RU000A0NRA28
Корпоративная облигация;corporate_bond;RU000A0NRA44;ВТБС-1-638;Банк ВТБ С-1-638 (структурные);EQRP;1000;RUB;RU000A0NRA44
Корпоративная облигация;corporate_bond;RU000A0NRA69;ВТБС-1-640;Банк ВТБ С-1-640 (структурные);EQRP;1000;RUB;RU000A0NRA69
Корпоративная облигация;corporate_bond;RU000A0NRA77;ВТБС-1-641;Банк ВТБ С-1-641 (структурные);EQRP;1000;RUB;RU000A0NRA77
Корпоративная облигация;corporate_bond;RU000A0NRA85;ВТБС-1-642;Банк ВТБ С-1-642 (структурные);EQRP;1000;RUB;RU000A0NRA85
